,Unnamed: 0,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,month,week
1181,2431944,A-2431968,Bing,,2,2017-04-11 11:13:08,2017-04-11 17:13:08,42.87012100000001,-71.340638,42.869957,-71.34100600000002,0.022,At I-93/Alan B Shepard Jr Hwy - Accident.,,Nashua Rd,R,Londonderry,Rockingham,NH,03053,US,US/Eastern,KMHT,2017-04-11 10:53:00,75.0,,32.0,30.1,10.0,SW,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,15
651,1064757,A-1064770,MapQuest,201.0,2,2019-03-21 07:41:43,2019-03-21 08:26:10,28.541506,-81.310677,,,0.0,Accident on Yew Dr at FL-436 Semoran Blvd.,210.0,S Semoran Blvd,R,Orlando,Orange,FL,32807-3805,US,US/Eastern,KORL,2019-03-21 07:53:00,57.0,,81.0,30.05,10.0,NNW,3.5,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,3,12
1452,486615,A-486621,MapQuest,201.0,2,2017-06-15 12:13:39,2017-06-15 12:43:24,30.397640000000006,-97.928894,,,0.0,Accident on RM-620 at Hudson Bend Rd.,3701.0,Hudson Bend Rd,L,Austin,Travis,TX,78734,US,US/Central,KRYW,2017-06-15 12:15:00,87.4,,54.0,30.01,10.0,SSW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,6,24
1659,1305507,A-1305523,MapQuest,201.0,2,2018-11-21 06:27:22,2018-11-21 06:56:43,34.889668,-82.156921,,,0.0,Accident on SC-101 near Plemmons Rd.,1841.0,Highway 101 S,L,Greer,Spartanburg,SC,29651-7115,US,US/Eastern,KGSP,2018-11-21 06:53:00,30.9,,92.0,30.25,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,11,47
453,1683517,A-1683540,MapQuest,241.0,3,2018-05-27 07:34:37,2018-05-27 08:19:19,41.713387,-71.472565,,,0.0,Right lane blocked due to accident on I-295 Southbound at Exit 1 I-95.,,I-295 N,R,Warwick,Kent,RI,02886,US,US/Eastern,KPVD,2018-05-27 07:51:00,59.0,,87.0,30.1,8.0,NE,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,21
289,2433451,A-2433475,Bing,,2,2017-04-17 15:03:35,2017-04-17 21:03:35,33.72029000000001,-84.50253000000002,33.72701,-84.50246,0.464,At Cascade Rd/Exit 7 - Accident.,,GA-407 S,R,Atlanta,Fulton,GA,30311,US,US/Eastern,KFTY,2017-04-17 14:53:00,75.0,,69.0,30.09,10.0,SSE,6.9,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,16
1384,1765611,A-1765634,MapQuest,201.0,3,2018-03-07 05:40:20,2018-03-07 06:10:03,32.666855,-97.320724,,,0.0,Right hand shoulder blocked due to accident on I-20 Westbound at I-35W .,,I-35W S,R,Fort Worth,Tarrant,TX,76134,US,US/Central,KFWS,2018-03-07 05:35:00,37.0,30.4,54.0,30.33,10.0,North,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,3,10
1846,1044221,A-1044233,MapQuest,201.0,2,2019-03-09 15:16:52,2019-03-09 15:48:00,35.74337,-78.870361,,,0.0,Accident on NC-55 Williams St at Haddon Hall Dr.,,Haddon Hall Dr,R,Apex,Wake,NC,27502,US,US/Eastern,KTTA,2019-03-09 15:10:00,46.4,44.3,97.0,30.17,2.5,ENE,4.6,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,3,10
1336,2166850,A-2166874,MapQuest,201.0,3,2017-09-26 06:53:56,2017-09-26 07:22:17,35.821163,-78.61174799999998,,,0.0,Accident on I-440 Westbound at Atlantic Ave.,,US-1 N,R,Raleigh,Wake,NC,27609,US,US/Eastern,KRDU,2017-09-26 06:51:00,69.1,,96.0,29.92,10.0,NNE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,9,39
1690,955364,A-955375,MapQuest,201.0,3,2019-05-24 08:14:52,2019-05-24 09:14:33,34.839721999999995,-82.31399499999998,,,0.0,Accident on I-385 Southbound at Exit 37 Roper Mountain Rd.,,Roper Mountain Rd,R,Greenville,Greenville,SC,29615,US,US/Eastern,KGMU,2019-05-24 07:53:00,75.0,75.0,84.0,29.05,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,21
111,1794091,A-1794114,MapQuest,201.0,2,2018-03-21 15:27:33,2018-03-21 15:57:19,29.849894,-95.274094,,,0.0,Accident on Tidwell Rd at Wiloak St.,8299.0,Tidwell Rd,L,Houston,Harris,TX,77028-1119,US,US/Central,KMCJ,2018-03-21 14:15:00,75.2,,17.0,30.19,10.0,East,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,12
1274,1114445,A-1114459,MapQuest,201.0,2,2019-02-12 15:24:23,2019-02-12 16:09:13,36.076939,-86.681969,,,0.0,Accident on Antioch Pike at Luna Dr.,1536.0,Antioch Pike,L,Antioch,Davidson,TN,37013-2713,US,US/Central,KBNA,2019-02-12 15:53:00,48.0,,61.0,29.95,10.0,WNW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,7
344,2143587,A-2143611,MapQuest,203.0,2,2017-09-15 08:14:23,2017-09-15 08:43:46,40.240276,-76.978928,,,0.0,Restrictions due to multi-vehicle accident on PA-581 Westbound at Exit 3 US-11 Carlisle Pike.,,Harrisburg Expy W,R,Mechanicsburg,Cumberland,PA,17050,US,US/Eastern,KCXY,2017-09-15 07:56:00,64.9,,81.0,30.07,10.0,West,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,37
1608,2673418,A-2673442,Bing,,2,2018-12-04 10:35:33,2018-12-04 11:04:51,33.51742,-112.04427,33.51289000000001,-112.04443,0.313,At Colter St - Accident. Right lane blocked.,,Piestewa Fwy S,R,Phoenix,Maricopa,AZ,85016,US,US/Mountain,KPHX,2018-12-04 10:51:00,55.9,,39.0,30.16,10.0,Variable,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,49
1394,555939,A-555947,MapQuest,201.0,2,2019-12-17 07:01:31,2019-12-17 08:18:49,36.110394,-86.773514,,,0.0,Accident on US-31 Franklin Rd at TN-155 Thompson Ln.,,Thompson Ln,R,Nashville,Davidson,TN,37204,US,US/Central,KBNA,2019-12-17 06:53:00,36.0,28.0,86.0,29.38,2.0,NW,13.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,51
1053,197894,A-197896,MapQuest,201.0,3,2016-12-27 01:56:34,2016-12-27 02:26:07,42.515549,-73.78935200000002,,,0.01,Accident on I-87 Northbound at Exit 21A Berkshire Spur.,,New York Trwy N,R,Selkirk,Albany,NY,12158,US,US/Eastern,KALB,2016-12-27 01:51:00,43.0,34.8,86.0,29.82,10.0,South,18.4,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12,52
757,1762759,A-1762782,MapQuest,201.0,2,2018-03-06 07:21:24,2018-03-06 08:21:08,28.517071,-81.483734,,,0.0,Accident on Westpointe Blvd at Hiawassee Rd.,,S Hiawassee Rd,R,Orlando,Orange,FL,32835,US,US/Eastern,KORL,2018-03-06 06:53:00,53.1,,93.0,30.04,10.0,Calm,,,Clear,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,3,10
1230,208543,A-208545,MapQuest,241.0,3,2016-09-17 15:40:30,2016-09-17 16:30:00,40.675995,-74.001175,,,0.0,Lane blocked due to accident on I-278 Gowanus Expy Westbound at Exit 26 I-478.,,Clinton St,R,Brooklyn,Kings,NY,11231,US,US/Eastern,KJRB,2016-09-17 15:35:00,78.8,,57.0,30.16,10.0,SSE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,9,37
1985,243819,A-243821,MapQuest,201.0,2,2016-11-23 20:29:55,2016-11-23 20:59:41,39.047668,-77.41461899999999,,,0.0,Accident on Countryside Blvd at Carrollton Rd.,,Carrollton Rd,R,Sterling,Loudoun,VA,20165,US,US/Eastern,KIAD,2016-11-23 20:52:00,43.0,39.5,43.0,30.26,10.0,ESE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,11,47
1198,2189957,A-2189981,MapQuest,201.0,2,2017-08-04 09:25:58,2017-08-04 09:55:30,40.048878,-75.29334300000002,,,0.0,Accident on PA-23 Conshohocken State Rd at Country Club Rd.,1201.0,Country Club Rd,R,Gladwyne,Montgomery,PA,19035-1417,US,US/Eastern,KLOM,2017-08-04 09:35:00,77.0,,83.0,30.05,10.0,SSE,4.6,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,8,31
367,574745,A-574754,MapQuest,343.0,3,2019-10-08 05:36:57,2019-10-08 06:40:00,30.440302000000006,-91.208923,,,2.07999992371,Slow traffic due to earlier accident on I-10 Westbound between Exit 155A Terrace St and Exit 153 LA-1. All lanes have been re-opened.,,I-10 W,R,Port Allen,West Baton Rouge,LA,70767,US,US/Central,KBTR,2019-10-08 05:53:00,66.0,66.0,87.0,29.96,10.0,N,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,10,41
785,1359977,A-1359993,MapQuest,203.0,2,2018-10-18 07:20:45,2018-10-18 07:50:32,39.020977,-84.701797,,,0.8100000023839999,Left lane blocked due to multi-vehicle accident on KY-237 Bend Rd Northbound from Briargate Dr to KY-18 Burlington Pike.,,Camp Ernst Rd,R,Burlington,Boone,KY,41005,US,US/Eastern,KCVG,2018-10-18 06:52:00,36.0,,82.0,30.51,10.0,Calm,,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,10,42
69,1162328,A-1162342,MapQuest,201.0,2,2019-01-10 16:18:05,2019-01-10 16:47:54,35.862701,-78.711975,,,0.0,Accident on Millbrook Rd at US-70 Glenwood Ave.,,Duraleigh Rd,R,Raleigh,Wake,NC,27612,US,US/Eastern,KRDU,2019-01-10 15:51:00,37.9,32.1,36.0,30.11,10.0,NNW,8.1,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1,2
1483,834115,A-834124,MapQuest,201.0,2,2019-08-02 15:17:20,2019-08-02 16:31:46,43.021584,-78.974457,,,0.0,Accident on I-190 Southbound at Exit 19 CR-75 Whitehaven Rd.,,Whitehaven Rd,R,Grand Island,Erie,NY,14072,US,US/Eastern,KIAG,2019-08-02 14:53:00,82.0,82.0,37.0,29.46,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,31
1632,2768917,A-2768941,Bing,,2,2018-06-14 15:45:33,2018-06-14 21:45:33,34.5106,-111.99475,34.563261,-111.901599,6.43,Between AZ-169/Cherry Rd/Exit 278 and General Crook Trl/Exit 285 - Accident.,,Black Canyon Fwy N,R,Mayer,Yavapai,AZ,86333,US,US/Mountain,KPRC,2018-06-14 15:53:00,90.0,,13.0,29.71,10.0,West,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,24
1755,956746,A-956757,MapQuest,201.0,3,2019-05-24 13:08:50,2019-05-24 14:10:01,33.157089,-117.10405,,,0.0,Slow lane blocked due to accident on I-15 Northbound at Exit 33 El Norte Pkwy.,,W Country Club Ln,R,Escondido,San Diego,CA,92026,US,US/Pacific,KCRQ,2019-05-24 12:53:00,67.0,67.0,61.0,29.61,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,21
1177,2413988,A-2414012,Bing,,4,2017-03-16 11:29:23,2017-03-16 17:29:23,30.845084000000003,-83.28027,30.840840000000004,-83.28009,0.293,Closed at Force St - Road closed due to accident.,1199.0, N Ashley St,R,Valdosta,Lowndes,GA,31601-4013,US,US/Eastern,KVLD,2017-03-16 11:53:00,46.9,,29.0,30.46,10.0,North,6.9,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,11
1491,1212641,A-1212655,MapQuest,201.0,2,2018-12-04 12:10:27,2018-12-04 12:39:15,33.282688,-111.824333,,,0.0,HOV and left lane blocked due to accident on AZ-202-LOOP Westbound at Exit 46 Mcqueen Rd.,,S McQueen Rd,R,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,2018-12-04 11:47:00,59.0,,34.0,30.14,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,49
427,2649579,A-2649603,Bing,,2,2019-02-22 08:00:02,2019-02-22 08:29:27,36.15619,-79.72583,36.14823,-79.73161,0.638,At Hicone Rd - Accident. Left lane blocked.,,US Highway 29,R,Greensboro,Guilford,NC,27405,US,US/Eastern,KGSO,2019-02-22 08:03:00,44.1,40.8,100.0,30.27,2.0,North,5.8,0.03,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,8
1027,361893,A-361896,MapQuest,201.0,2,2017-03-03 09:27:12,2017-03-03 09:56:53,33.450665,-81.92411,,,0.01,Accident on Laney Walker Boulevard Ext in Beech Island.,,Laney Walker Boulevard Ext,R,Augusta,Richmond,GA,30901,US,US/Eastern,KDNL,2017-03-03 09:53:00,55.9,,25.0,30.47,10.0,WNW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,9
710,323605,A-323608,MapQuest,201.0,2,2017-01-27 17:11:54,2017-01-27 17:57:11,41.636776,-93.605377,,,0.0,Accident on Aurora Ave near 10th St.,1001.0,E Aurora Ave,R,Des Moines,Polk,IA,50313,US,US/Central,KIKV,2017-01-27 17:15:00,30.2,21.9,69.0,29.96,10.0,West,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,4
584,2706335,A-2706359,Bing,,3,2018-11-25 06:29:06,2018-11-25 06:59:01,30.02503,-95.59797,30.040535,-95.606956,1.199,At TX-249 - Accident.,,Tomball Tollway N,R,Tomball,Harris,TX,77375,US,US/Central,KDWH,2018-11-25 06:53:00,64.0,,100.0,29.76,7.0,WSW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,11,47
715,965374,A-965385,MapQuest,201.0,2,2019-05-30 04:13:07,2019-05-30 06:22:03,35.33886,-97.15963,,,0.0,Accident on Harrah Newalla Rd at Linda Ln.,20999.0,Linda Ln,L,Mcloud,Cleveland,OK,74851-9389,US,US/Central,KSNL,2019-05-30 04:15:00,59.0,59.0,98.0,28.79,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5,22
514,517757,A-517763,MapQuest,245.0,3,2019-12-30 00:17:01,2019-12-30 00:46:30,41.841179,-87.630791,,,0.0,Two lanes blocked due to accident on I-90 Dan Ryan Expy Westbound before I-55.,,I-90 W,R,Chicago,Cook,IL,60616,US,US/Central,KMDW,2019-12-30 00:10:00,48.0,44.0,93.0,28.74,4.0,SSW,8.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12,1
1293,1755562,A-1755585,MapQuest,241.0,3,2018-03-01 17:06:57,2018-03-01 17:51:30,34.152714,-118.094696,,,0.0,#2 lane blocked due to accident on I-210 Westbound at Sierra Madre Blvd.,367.0,N Sierra Madre Blvd,L,Pasadena,Los Angeles,CA,91107-2857,US,US/Pacific,KMWS,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,9
792,1124748,A-1124762,MapQuest,201.0,3,2019-02-18 08:50:33,2019-02-18 09:19:56,42.19331,-71.850899,,,0.0,Accident on I-90 Westbound at I-395.,,I-90 W,R,Auburn,Worcester,MA,01501,US,US/Eastern,KORH,2019-02-18 08:54:00,24.1,14.4,96.0,29.82,2.5,NE,9.2,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,8
1345,403453,A-403459,MapQuest,201.0,3,2017-04-11 11:04:14,2017-04-11 11:33:52,32.704144,-117.095215,,,0.01,Slow lane blocked due to accident on I-805 Southbound at Exit 12A Imperial Ave.,,Imperial Ave,R,San Diego,San Diego,CA,92113,US,US/Pacific,KSAN,2017-04-11 10:51:00,66.9,,59.0,30.05,10.0,WNW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,15
1234,2362066,A-2362090,Bing,,2,2016-12-28 16:19:06,2016-12-28 22:19:06,34.12113,-117.89666,34.121590000000005,-117.91081,0.81,Between Citrus Ave and CA-39/Azusa Ave - Accident.,,Foothill Fwy W,R,Azusa,Los Angeles,CA,91702,US,US/Pacific,KEMT,2016-12-28 16:45:00,77.0,,22.0,30.09,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,52
1817,401270,A-401276,MapQuest,203.0,3,2017-05-04 16:39:36,2017-05-04 17:23:21,37.764133,-121.414734,,,0.01,Right hand shoulder blocked due to multi-vehicle accident on I-205 Westbound at Exit 9 MacArthur Dr.,,I-205 E,R,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,2017-05-04 16:55:00,89.1,,38.0,29.81,10.0,NW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,18
368,1922804,A-1922827,MapQuest,201.0,2,2018-01-26 19:38:25,2018-01-26 20:08:07,41.751125,-88.012718,,,0.0,Accident on 75th St at Lemont Rd.,,Lemont Rd,R,Downers Grove,DuPage,IL,60516,US,US/Central,KLOT,2018-01-26 19:35:00,47.7,,57.0,30.02,10.0,SSW,26.5,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,1,4
1709,116766,A-116768,MapQuest,201.0,3,2016-12-06 07:15:29,2016-12-06 07:45:02,26.011003,-80.166901,,,0.01,3 left lane blocked due to accident on I-95 Northbound at Exit 20 FL-820 Hollywood Blvd.,,I-95 S,R,Hollywood,Broward,FL,33020,US,US/Eastern,KFLL,2016-12-06 06:53:00,78.1,,87.0,29.96,10.0,South,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,12,49
1930,1647105,A-1647127,MapQuest,201.0,2,2018-05-09 09:03:53,2018-05-09 10:03:43,32.192276,-110.866524,,,0.0,Accident on Golf Links Rd at Sahuara Ave.,6198.0,E Golf Links Rd,R,Tucson,Pima,AZ,85708,US,US/Mountain,KDMA,2018-05-09 08:58:00,85.5,,7.0,29.87,10.0,SSE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,19
1486,1612025,A-1612045,MapQuest,201.0,3,2018-06-23 05:54:14,2018-06-23 06:23:42,41.195,-73.686195,,,0.0,Right hand shoulder blocked due to accident on I-684 Northbound at Exit 4 NY-172 Bedford Rd.,,I-684 N,R,Mount Kisco,Westchester,NY,10549,US,US/Eastern,KHPN,2018-06-23 05:56:00,59.0,,78.0,29.9,10.0,ENE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,25
1492,2107181,A-2107204,MapQuest,201.0,3,2017-10-28 22:12:13,2017-10-28 22:41:11,40.097343,-74.14238,,,0.0,Left and center lane blocked due to accident on Garden State Pkwy Southbound before Exit 91 County Hwy-549 Burnt Tavern Rd.,,Burnt Tavern Rd,R,Brick,Ocean,NJ,08724,US,US/Eastern,KBLM,2017-10-28 21:56:00,61.0,,97.0,29.95,10.0,SE,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,10,43
1192,637327,A-637336,MapQuest,201.0,2,2019-11-07 17:54:42,2019-11-07 18:24:42,40.69821500000001,-73.979912,,,0.0,Accident on Nassau St Eastbound at Navy St.,290.0,Nassau St,R,Brooklyn,Kings,NY,11201-2037,US,US/Eastern,KJRB,2019-11-07 17:51:00,50.0,,86.0,29.86,4.0,,,0.02,Light Rain,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Day,11,45
1075,1633058,A-1633080,MapQuest,201.0,2,2018-05-02 08:55:50,2018-05-02 09:55:35,35.346691,-119.0345,,,0.0,Accident on Belle Ter at Castro Ln.,2814.0,Belle Ter,R,Bakersfield,Kern,CA,93304,US,US/Pacific,KBFL,2018-05-02 08:54:00,63.0,,48.0,29.95,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,18
237,2967055,A-2967079,Bing,,2,2019-08-09 17:21:55,2019-08-09 17:51:54,42.89679,-85.678,42.9012,-85.67751,0.306,At 36th St/Exit 80 - Accident. Left lane blocked.,,US-131 N,R,Grand Rapids,Kent,MI,49548,US,US/Eastern,KGRR,2019-08-09 16:53:00,79.0,79.0,38.0,29.08,10.0,WNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,32
1926,1116173,A-1116187,MapQuest,201.0,2,2019-02-13 19:15:22,2019-02-13 19:58:58,27.127419,-80.33004,,,0.0,Right lane blocked due to accident on I-95 Northbound at I-95 48TH Ave.,,I-95 N,R,Palm City,Martin,FL,34990,US,US/Eastern,KSUA,2019-02-13 18:47:00,59.0,,88.0,30.05,6.0,NW,9.2,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2,7
618,1100445,A-1100458,MapQuest,201.0,3,2019-02-06 10:00:16,2019-02-06 10:30:00,43.030231,-77.965118,,,18.5599994659,Accident on I-90 Eastbound between Exit 48 NY-98 and Exit 47 I-490.,,I-90 W,R,Le Roy,Genesee,NY,14482,US,US/Eastern,KROC,2019-02-06 10:06:00,28.9,21.9,82.0,30.09,9.0,East,6.9,0.0,Light Freezing Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,6
254,17602,A-17603,MapQuest,201.0,2,2016-11-18 20:01:27,2016-11-18 20:31:27,37.533001,-121.937569,,,0.01,Accident on I-680 Eastbound at Exit 15 Washington Blvd.,,I-680 N,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2016-11-18 19:56:00,60.1,,47.0,29.97,10.0,SSE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,11,46
231,943792,A-943803,MapQuest,201.0,3,2019-05-18 05:12:28,2019-05-18 05:42:06,34.912766,-111.641312,,,0.0,Accident on I-17 Southbound at Exit 320 Schnebly Hill Rd.,,Arizona Veterans Highway,R,Sedona,Coconino,AZ,86336,US,US/Mountain,KSEZ,2019-05-18 04:53:00,40.0,34.0,60.0,24.89,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,5,20
382,2431699,A-2431723,Bing,,2,2017-04-10 16:34:53,2017-04-10 22:34:53,43.18086,-71.68871,43.18182,-71.67958,0.465,At US-202/RT-9/Exit 5 - Accident. 2 lanes closed.,,I-89 S,R,Contoocook,Merrimack,NH,03229,US,US/Eastern,KCON,2017-04-10 16:51:00,80.1,,17.0,29.98,10.0,SSW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,15
1285,527550,A-527557,MapQuest,245.0,3,2019-12-04 09:56:50,2019-12-04 11:26:26,30.290751,-81.63000500000003,,,0.0,Two lanes blocked due to accident on I-95 Northbound at Exit 347 US-1-ALT Emerson St.,,I-95 S,R,Jacksonville,Duval,FL,32207,US,US/Eastern,KNIP,2019-12-04 09:53:00,52.0,52.0,47.0,29.97,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,49
680,1935281,A-1935304,MapQuest,201.0,3,2017-12-01 19:04:03,2017-12-01 19:33:45,32.869499,-96.898216,,,0.0,#4 #5 lane blocked due to accident on I-35E Southbound at Manana Dr.,,US-77 S,R,Dallas,Dallas,TX,75220,US,US/Central,KDAL,2017-12-01 18:53:00,68.0,,49.0,30.06,10.0,SSE,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12,48
1040,709237,A-709246,MapQuest,201.0,2,2019-09-24 10:32:57,2019-09-24 11:48:30,42.059231,-70.691216,,,0.0,Accident on MA-3A Tremont St at MA-139 Church St.,1496.0,Tremont St,L,Duxbury,Plymouth,MA,02332-3710,US,US/Eastern,KGHG,2019-09-24 10:35:00,73.0,73.0,69.0,29.7,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,39
